IdSucursal,DescripcionBandera,RazonSocial,Direccion,Localidad,Provincia,Latitud,Longitud,IdBandera,IdComercio
02316208,Axion Energy,Pan American Energy LLC Argentina,Ruta 8 Km. 50 None,Pilar,AR-B,-34.4529,-58.8876,1,23
02316209,Axion Energy,Pan American Energy LLC Argentina,Av. Rivadavia 975,Campana,AR-B,-34.1793,-58.9629,1,23
02316210,Axion Energy,Pan American Energy LLC Argentina,Av. Avelino Rolón 29,San Isidro,AR-B,-34.4944,-58.5534,1,23
02316211,Axion Energy,Pan American Energy LLC Argentina,Av. Gaspar Campos 3188,San Miguel,AR-B,-34.5514,-58.7238,1,23
02316212,Axion Energy,Pan American Energy LLC Argentina,Av. Avelino Rolon 603,San Isidro,AR-B,-34.4974,-58.5574,1,23
02316213,Axion Energy,Pan American Energy LLC Argentina,19 De Marzo Esq. Ituzaingo None,Zarate,AR-B,-34.0967,-59.0251,1,23
02316214,Axion Energy,Pan American Energy LLC Argentina,Av. Libertador 2589,Ciudad Autonoma De Buenos Aires,AR-C,-34.5791,-58.4086,1,23
02316215,Axion Energy,Pan American Energy LLC Argentina,Av. Mosconi 2500,Ciudad Autonoma De Buenos Aires,AR-C,-34.5835,-58.4996,1,23
02316216,Axion Energy,Pan American Energy LLC Argentina,Av. Cabildo 695,Ciudad Autonoma De Buenos Aires,AR-C,-34.5702,-58.4459,1,23
02316217,Axion Energy,Pan American Energy LLC Argentina,Av. Congreso 4801,Ciudad Autonoma De Buenos Aires,AR-C,-34.5678,-58.489,1,23
02316218,Axion Energy,Pan American Energy LLC Argentina,Av. Monroe 3078,Ciudad Autonoma De Buenos Aires,AR-C,-34.5622,-58.4683,1,23
02316219,Axion Energy,Pan American Energy LLC Argentina,Av. Gral. Paz 11200,Ciudad Autonoma De Buenos Aires,AR-C,-34.6459,-58.5309,1,23
02316220,Axion Energy,Pan American Energy LLC Argentina,San Martín 1521,Ciudad Autonoma De Buenos Aires,AR-C,-34.6062,-58.453,1,23
02316221,Axion Energy,Pan American Energy LLC Argentina,Las Heras 2499,Ciudad Autonoma De Buenos Aires,AR-C,-34.5859,-58.4009,1,23
02316222,Axion Energy,Pan American Energy LLC Argentina,Av. Libertador 7112,Ciudad Autonoma De Buenos Aires,AR-C,-34.5472,-58.4589,1,23
02316223,Axion Energy,Pan American Energy LLC Argentina,Triunvirato 5878,Ciudad Autonoma De Buenos Aires,AR-C,-34.5638,-58.4986,1,23
02316224,Axion Energy,Pan American Energy LLC Argentina,Gaona 2399,Ciudad Autonoma De Buenos Aires,AR-C,-34.6143,-58.4629,1,23
02316225,Axion Energy,Pan American Energy LLC Argentina,J. B. Justo 8005,Ciudad Autonoma De Buenos Aires,AR-C,-34.6322,-58.5033,1,23
02316226,Axion Energy,Pan American Energy LLC Argentina,Av. La Plata 575,Ciudad Autonoma De Buenos Aires,AR-C,-34.6217,-58.4301,1,23
02316227,Axion Energy,Pan American Energy LLC Argentina,Av. Jujuy 164,Ciudad Autonoma De Buenos Aires,AR-C,-34.611999999999995,-58.4078,1,23
02316228,Axion Energy,Pan American Energy LLC Argentina,Beiró 5501 5501,Ciudad Autonoma De Buenos Aires,AR-C,-34.6159,-58.5301,1,23
02316229,Axion Energy,Pan American Energy LLC Argentina,Av. Rivadavia 3199,Ciudad Autonoma De Buenos Aires,AR-C,-34.6105,-58.4139,1,23
02316230,Axion Energy,Pan American Energy LLC Argentina,Av.Cordoba 5653 5653,Ciudad Autonoma De Buenos Aires,AR-C,-34.5868,-58.4431,1,23
02316233,Axion Energy,Pan American Energy LLC Argentina,Av. Cruz 1501,Ciudad Autonoma De Buenos Aires,AR-C,-34.651,-58.3723,1,23
02316235,Axion Energy,Pan American Energy LLC Argentina,Camino Cintura Esq. Olimpo S/N None,Esteban Echeverria,AR-B,-34.7423,-58.4959,1,23
02316236,Axion Energy,Pan American Energy LLC Argentina,Av. Rivadavia 8201,Ciudad Autonoma De Buenos Aires,AR-C,-34.633,-58.4815,1,23
02316237,Axion Energy,Pan American Energy LLC Argentina,Av. Garay 1302,Ciudad Autonoma De Buenos Aires,AR-C,-34.626999999999995,-58.3866,1,23
02316239,Axion Energy,Pan American Energy LLC Argentina,Av. Rojo Esq. Estanislao Del Campo None,Matanza,AR-B,-34.7488,-58.5832,1,23
02316243,Axion Energy,Pan American Energy LLC Argentina,Av. J. B. Justo 6065,General Pueyrredon,AR-B,-37.9997,-57.5986,1,23
02316245,Axion Energy,Pan American Energy LLC Argentina,Av. Colon 5002 5002,General Pueyrredon,AR-B,-37.9913,-57.5765,1,23
02316247,Axion Energy,Pan American Energy LLC Argentina,Moreno 3151,General Pueyrredon,AR-B,-37.9996,-57.5537,1,23
02316253,Axion Energy,Pan American Energy LLC Argentina,Monseñor Pablo Cabrera 1807,Cordoba,AR-X,-31.3895,-64.2053,1,23
02316255,Axion Energy,Pan American Energy LLC Argentina,Av. A Sabattini 4720,Cordoba,AR-X,-31.439,-64.1302,1,23
02316256,Axion Energy,Pan American Energy LLC Argentina,Bvd. Avellaneda 1698,Rosario,AR-S,-32.951,-60.6844,1,23
02316257,Axion Energy,Pan American Energy LLC Argentina,Av. Eva Perón 8159,Rosario,AR-S,-32.9285,-60.7402,1,23
02316260,Axion Energy,Pan American Energy LLC Argentina,San Martín 1983,Rosario,AR-S,-32.9609,-60.6424,1,23
02316262,Axion Energy,Pan American Energy LLC Argentina,Ovidio Lagos 781,Rosario,AR-S,-32.942,-60.6635,1,23
02316264,Axion Energy,Pan American Energy LLC Argentina,Bvd.Oroño 6190,Rosario,AR-S,-33.0092,-60.6671,1,23
02316265,Axion Energy,Pan American Energy LLC Argentina,Ruta 168. Km. 476 None,Capital,AR-S,-31.6414,-60.6591,1,23
02316269,Axion Energy,Pan American Energy LLC Argentina,Av. Goycochea 1235,Villa Allende,AR-X,-31.3003,-64.2899,1,23
02316271,Axion Energy,Pan American Energy LLC Argentina,25 De Mayo Esq. Pedriel None,General San Martin,AR-B,-34.578,-58.5316,1,23
02316275,Axion Energy,Pan American Energy LLC Argentina,Av. Libertador 299,Vicente Lopez,AR-B,-34.5315,-58.4706,1,23
02316276,Axion Energy,Pan American Energy LLC Argentina,Av. Gral. Paz 525,Ciudad Autonoma De Buenos Aires,AR-C,-34.6448,-58.532,1,23
02316277,Axion Energy,Pan American Energy LLC Argentina,Ruta 36 Km. 34 None,Berazategui,AR-B,-34.8405,-58.1901,1,23
02316278,Axion Energy,Pan American Energy LLC Argentina,Av. Maipú 1055,Vicente Lopez,AR-B,-34.528,-58.4833,1,23
02316279,Axion Energy,Pan American Energy LLC Argentina,Av. Gral. Mitre 880,Quilmes,AR-B,-34.725,-58.2535,1,23
02316280,Axion Energy,Pan American Energy LLC Argentina,Av Del Libertador 2376,Vicente Lopez,AR-B,-34.5087,-58.4814,1,23
02316283,Axion Energy,Pan American Energy LLC Argentina,Presidente Perón 250,Quilmes,AR-B,-34.7275,-58.2641,1,23
02316284,Axion Energy,Pan American Energy LLC Argentina,Alvearn 831,Cordoba,AR-X,-31.4076,-64.1786,1,23
02316285,Axion Energy,Pan American Energy LLC Argentina,Av.San Martín 3188,Florencio Varela,AR-B,-34.809,-58.2803,1,23
02316286,Axion Energy,Pan American Energy LLC Argentina,Bulnes 1108,Cordoba,AR-X,-31.3998,-64.1757,1,23
02316287,Axion Energy,Pan American Energy LLC Argentina,Emilio Castro 6512,Ciudad Autonoma De Buenos Aires,AR-C,-34.6508,-58.5148,1,23
02316288,Axion Energy,Pan American Energy LLC Argentina,Av. Intermedanos 55,Pinamar,AR-B,-37.1009,-56.8753,1,23
02316291,Axion Energy,Pan American Energy LLC Argentina,Av Los Incas 3550,Ciudad Autonoma De Buenos Aires,AR-C,-34.5751,-58.4652,1,23
02316292,Axion Energy,Pan American Energy LLC Argentina,Ruta Nac 193 Y Ruta Nac 12 None,Zarate,AR-B,-34.1257,-59.0249,1,23
02316293,Axion Energy,Pan American Energy LLC Argentina,Ruta Nacional N9 None,Zarate,AR-B,-34.0638,-59.0725,1,23
02316294,Axion Energy,Pan American Energy LLC Argentina,Autopista Gral. P.E. Aramburu None,Arroyo Seco,AR-S,-33.0802,-60.3419,1,23
00241194,Simplicity,Farmacity S.A.,Belgrano 266,"San Isidro ,Ptdo. San Isidro",AR-B,-34.470376,-58.51207900000001,1,24
00241197,Simplicity,Farmacity S.A.,Almirante G. Brown 623,Moron,AR-B,-34.650367,-58.61765,1,24
00241202,Simplicity,Farmacity S.A.,Av. N° 7 743,La Plata,AR-B,-34.912989700000004,-57.95223879999999,1,24
00241205,Simplicity,Farmacity S.A.,Leandro N. Alem 167,Monte Grande,AR-B,-34.816015,-58.468587,1,24
00241218,Simplicity,Farmacity S.A.,Av. Del Libertador General San Martín 666,Merlo,AR-B,-34.6669351,-58.7267799,1,24
00241219,Simplicity,Farmacity S.A.,Constitución 702,San Fernando,AR-B,-34.438741,-58.559628,1,24
00241229,Simplicity,Farmacity S.A.,Av. Pte. Perón 1347,San Miguel,AR-B,-34.510651,-58.68025400000001,1,24
00241230,Simplicity,Farmacity S.A.,Mariano Boedo 340,Lomas De Zamora,AR-B,-34.7592744,-58.4014206,1,24
00241231,Simplicity,Farmacity S.A.,Merlo 2834,Moreno,AR-B,-34.6477926,-58.7899053,1,24
00241232,Simplicity,Farmacity S.A.,Av. 9 De Julio 1236,Lanus,AR-B,-34.708848,-58.389172,1,24
00241238,Simplicity,Farmacity S.A.,Rivadavia 243,Quilmes,AR-B,-34.753869,-58.223347,1,24
00241240,Simplicity,Farmacity S.A.,Av. Maipú 2648,Olivos,AR-B,-34.5110917,-58.4906586,1,24
00241241,Simplicity,Farmacity S.A.,Av. Scalabrini Ortiz 293,Capital Federal,AR-B,-34.599934000000005,-58.438878,1,24
00241244,Simplicity,Farmacity S.A.,Monteagudo 3016,Florencio Varela,AR-B,-34.807041,-58.27477800000001,1,24
00241245,Simplicity,Farmacity S.A.,Av. Avellaneda 1745,Virreyes,AR-B,-34.450955,-58.55325,1,24
00241246,Simplicity,Farmacity S.A.,Dr. Ignacio Arieta 3176,San Justo,AR-B,-34.678909999999995,-58.560218000000006,1,24
00241249,Simplicity,Farmacity S.A.,Av. Pte Peron 1000,San Miguel,AR-B,-34.547207,-58.705209,1,24
00241252,Simplicity,Farmacity S.A.,Av Urquiza 4734,"Caseros ,Partido 3 De Febrero",AR-B,-34.605697,-58.562677,1,24
00241255,Simplicity,Farmacity S.A.,Av. Rivadavia 14124,Ramos Mejia,AR-B,-34.640961,-58.566629000000006,1,24
00241257,Simplicity,Farmacity S.A.,Maipu 339,Banfield,AR-B,-34.743554,-58.391069,1,24
00241258,Simplicity,Farmacity S.A.,Esteban Adrogué 1061,Adrogue,AR-B,-34.798507,-58.392057,1,24
00241260,Simplicity,Farmacity S.A.,Av. Mitre 949,Avellaneda,AR-B,-34.663712,-58.363085,1,24
00241261,Simplicity,Farmacity S.A.,Av. Ingeniero A. Rocca 222,Campana,AR-B,-34.160831,-58.958885,1,24
00241263,Simplicity,Farmacity S.A.,Av. 844 (Jose Andres Lopez) 2467,San Francisco Solano,AR-B,-34.780207,-58.31207,1,24
00241270,Simplicity,Farmacity S.A.,Av. Mitre 2324,Munro,AR-B,-34.52939600000001,-58.516425,1,24
00241273,Simplicity,Farmacity S.A.,Laprida 18,"San Isidro ,Ptdo. San Isidro",AR-B,-34.472624,-58.51453100000001,1,24
00241275,Simplicity,Farmacity S.A.,Justa Lima De Atucha 358,Zarate,AR-B,-34.098331,-59.022901,1,24
00241280,Simplicity,Farmacity S.A.,Av. Presidente Hipólito Irigoyen 1643,Jose C. Paz,AR-B,-34.51895089999999,-58.7520892,1,24
00241282,Simplicity,Farmacity S.A.,Peatonal San Martín 2148,Santa Fe,AR-S,-31.650868,-60.7078,1,24
00241283,Simplicity,Farmacity S.A.,Av.Rivadavia 18142,Moron,AR-B,-34.649223,-58.619063,1,24
00241284,Simplicity,Farmacity S.A.,Bulevar Santa Fe 299,Rafaela,AR-S,-31.253073,-61.488522,1,24
00241287,Simplicity,Farmacity S.A.,Av. Eva Duarte De Peron 1440,Grand Bourg,AR-B,-34.486290000000004,-58.725733,1,24
00241288,Simplicity,Farmacity S.A.,Gral Martin Guemes 1381,Hurlingham,AR-B,-34.588805,-58.631775,1,24
00241290,Simplicity,Farmacity S.A.,Avenida Hipolito Yrigoyen 4535,Lanus,AR-B,-34.707157,-58.391835,1,24
00241292,Simplicity,Farmacity S.A.,Peatonal Cordoba 1025,Rosario,AR-S,-32.94663,-60.637325,1,24
00241294,Simplicity,Farmacity S.A.,Alvear 2820,San Martin. Pto.Gral San Martin,AR-B,-34.550591,-58.555357,1,24
00241317,Simplicity,Farmacity S.A.,Av. De Mayo 220,Pergamino,AR-B,-33.894345,-60.568638,1,24
00241324,Simplicity,Farmacity S.A.,Guemes 2968,Mar Del Plata,AR-B,-38.016185,-57.542077,1,24
00002511,La Amistad,Autoservicio La Amistad Cooperativa de Trabajo Limitada,Av. 25 366,La Plata,AR-B,-34.923554,-57.981083,1,25
00002911,Josimar Supermercados,Josimar S.A.,Camino General Belgrano 2979,Lanus,AR-B,-34.708167,-58.35517,1,29
00002912,Josimar Supermercados,Josimar S.A.,Las Piedras 2633,Lanus,AR-B,-34.720483,-58.37664,1,29
00002913,Josimar Supermercados,Josimar S.A.,Coronel Pringles 1775,Lanus,AR-B,-34.707114000000004,-58.378611,1,29
00002914,Josimar Supermercados,Josimar S.A.,Belisario Roldan 365,Banfield,AR-B,-34.748565,-58.370853,1,29
00002915,Josimar Supermercados,Josimar S.A.,Av Montes De Oca 1597,Barracas,AR-C,-34.6456,-58.37358199999999,1,29
00002916,Josimar Supermercados,Josimar S.A.,Colombres 526,Lomas De Zamora,AR-B,-34.76379,-58.405346,1,29
00002917,Josimar Supermercados,Josimar S.A.,Maximo Paz 159,Monte Grande,AR-B,-34.815005,-58.472113,1,29
00002918,Josimar Supermercados,Josimar S.A.,Florentino Ameghino 754,Avellaneda,AR-B,-34.66137,-58.36305,1,29
00311066,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Cordoba 3710,Capital Federal,AR-C,-34.597814,-58.419089,1,3
00311068,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Paseo Colon 849,Capital Federal,AR-C,-34.618134999999995,-58.369851,1,3
00311132,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Corrientes 6535,Capital Federal,AR-C,-34.588729,-58.45044300000001,1,3
00311157,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Libertador 14002,Martinez,AR-B,-34.48337,-58.48976999999999,1,3
00311158,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Marquez 2984,San Isidro,AR-B,-34.493225,-58.549103,1,3
00311230,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Del Libertador 550,Capital Federal,AR-C,-34.589265999999995,-58.381335,1,3
00311291,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Ruta 8 Esq. Las Magnolias Km 50 None,Pilar,AR-B,-34.44959,-58.86835,1,3
00311344,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. 7 Esq. Calle 532 623,La Plata,AR-B,-34.90023,-57.969828,1,3
00311380,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Ruta Nac. 9 Km 154 None,San Pedro,AR-B,-33.782652,-59.644668,1,3
00311389,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Ruta 2 Km 115.5 None,Chascomus,AR-B,-35.52879799999999,-58.012131,1,3
00311401,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Mitre 3215,Sarandi,AR-B,-34.68287,-58.34403100000001,1,3
00311425,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Autopista Acceso Oeste Y Gabriela Mistral Km. 14.8 None,Ituzaingo,AR-B,-34.63133,-58.67813,1,3
00311426,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Acceso Oeste Y Calle Republica Km 3.7 None,Ciudadela,AR-B,-34.629473,-58.55830699999999,1,3
00311428,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Santa Fe 960,Acassuso,AR-B,-34.48157,-58.50573000000001,1,3
00311438,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Acceso Norte - Ramal Tigre Km. 26.4 Mano A Tigre None,San Fernando,AR-B,-34.448633,-58.576591,1,3
00311439,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Acceso Norte - Ramal Tigre Km. 26.4 Mano A Capital Deferal None,San Fernando,AR-B,-34.448712,-58.576949,1,3
00311450,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Intermedanos 50,Pinamar,AR-B,-37.108878,-56.877853,1,3
00311469,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Autopista Doctor Arturo Illia Km 2 None,Capital Federal,AR-C,-34.576259,-58.39096600000001,1,3
00311478,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Pte. Peron 8499,Ituzaingo,AR-B,-34.628829,-58.6882801,1,3
00311482,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Maza 391,Capital Federal,AR-C,-34.61577800000001,-58.415528,1,3
00311506,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,San Juan Bautista De La Salle 4356,Capital Federal,AR-C,-34.559453999999995,-58.505028,1,3
00311507,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. General Paz 3802,Capital Federal,AR-C,-34.559976,-58.50454000000001,1,3
00311539,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,24 De Noviembre 791,Capital Federal,AR-C,-34.620248,-58.411001,1,3
00311553,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Del Libertador 7920,Capital Federal,AR-C,-34.54162,-58.46314,1,3
00311584,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Tres Arroyos 3802,Avellaneda,AR-B,-34.677326,-58.331551,1,3
00311606,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Ruta 26 Y Acc.Pilar Km. 41.5 Del Viso None,Del Viso,AR-B,-34.440125,-58.78275,1,3
00311682,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Ruta 2 298,Las Armas,AR-B,-37.065288,-57.837571,1,3
00311695,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Diaz Velez 4368,Capital Federal,AR-C,-34.608907,-58.42894,1,3
00311716,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Au.Ezeiza-Cañuelas (Lado Cañuelas) Km 38.5 None,Tristan Suarez,AR-B,-34.86014,-58.56418000000001,1,3
00311717,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Au.Ezeiza-Cañuelas (Lado Ezeiza) Km 38.5 None,Tristan Suarez,AR-B,-34.86137,-58.56558199999999,1,3
00311735,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Autopista Bs. As. - La Plata Mano A La Plata 17400,Berazategui,AR-B,-34.811905,-58.104034,1,3
00311736,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Autopista La Plata - Bs. As Mano A Capital Federal 5700,Ensenada,AR-B,-34.86586,-58.003415,1,3
00000312,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Libertador 15301,Acassuso,AR-B,-34.47436,-58.50185,1,3
00003129,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Cabildo 4701,Capital Federal,AR-C,-34.541473,-58.47384,1,3
00000313,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. F.Alcorta 7786,Capital Federal,AR-C,-34.546397,-58.451884,1,3
00003131,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. F. Alcorta 3099,Capital Federal,AR-C,-34.575574,-58.397682,1,3
00003136,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Lincoln 3999,Capital Federal,AR-C,-34.599622,-58.5103,1,3
00003146,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Pavon 2099,Gerli,AR-B,-34.681712,-58.385221,1,3
00003156,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Libertador 2365,Olivos,AR-B,-34.50855,-58.47971999999999,1,3
00031584,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Hipolito Yrigoyen 8504,Lomas De Zamora,AR-B,-34.754573,-58.401176,1,3
00031599,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Cramer 1691,Capital Federal,AR-C,-34.56902,-58.45749300000001,1,3
00003162,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. Santa Fe 2858,Martinez,AR-B,-34.497382,-58.497407,1,3
00031631,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Malabia 302,Remedios De Escalada,AR-B,-34.736425,-58.390188,1,3
00003165,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Diagonal 74 Esq. 18 Y 19 2291,La Plata,AR-B,-34.930175,-57.953545,1,3
00003166,Deheza S.A.I.C.F. E I.,Deheza S.A.I.C.F. e I.,Av. 7 Esq. 45 641,La Plata,AR-B,-34.911497999999995,-57.95649399999999,1,3
00003511,Mucoop Cap.Sarmiento,Asociación Mutual Socios y Adherentes de la Cooperativa Agrícola de Capitán Sarmiento,España Y B.Mitre 500,Capitán Sarmiento,AR-B,-34.1670624,-59.7919301,1,35
00036325,Superclc,SUPERCLC S.A.,Belgrano 3489,Saladillo,AR-B,-35.637315,-59.783025,3,36
00036326,Superclc,SUPERCLC S.A.,Hipólito Yrigoyen 1010,General Alvear,AR-B,-36.02273,-60.010373,3,36
00036332,Superclc,SUPERCLC S.A.,Calle 9 1338,25 De Mayo,AR-B,-35.42770200000001,-60.170437,3,36
00036451,Superclc,SUPERCLC S.A.,Av. 9 De Julio 199,Tapalque,AR-B,-36.352374,-60.031422,4,36
00036573,Superclc,SUPERCLC S.A.,Av. San Martín 499,Rauch,AR-B,-36.775847,-59.090451,5,36
00036640,Superclc,SUPERCLC S.A.,Bv. Kelly 734,Balcarce,AR-B,-37.848297,-58.258285,6,36
00041289,Estacion Lima S.A.,Estación Lima S.A.,Lima 899,Capital Federal,AR-C,-34.617902,-58.38146999999999,1,4
00004411,Supermercados El Nene,Supermercado El Nene S.A.,Avenida 60 2562,La Plata,AR-B,-34.957797,-57.98206999999999,1,44
00004412,Supermercados El Nene,Supermercado El Nene S.A.,Calle 59 2086,La Plata,AR-B,-34.948279,-57.973761,1,44
00004417,Supermercados El Nene,Supermercado El Nene S.A.,Avenida 7 2349,La Plata,AR-B,-34.937186,-57.91969,1,44
00004418,Supermercados El Nene,Supermercado El Nene S.A.,Avenida 528 Bis 331,La Plata,AR-B,-34.8892,-57.964167,1,44
00004515,Almacenes Pampas,Almacenes Pampas S.A. ,Autopista Buenos Aires - Mar Del Plata 32,Berazategui,AR-B,-34.796523,-58.15920300000001,1,45
00004613,Almacenes De Marca,Almacenes de Marca S.A.,Avenida 44 2739,La Plata,AR-B,-34.951207000000004,-57.999801,1,46
00004711,Sup. Unicoop        ,Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.,Espana 143,Carmen De Patagones ,AR-B,-40.800032,-62.893452,1,47
00004712,Sup. Unicoop        ,Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.,Peron 326,Carmen De Patagones ,AR-B,-40.798007,-62.969036,1,47
00004713,Sup. Unicoop        ,Cooperativa Agrícola Ganadera e Industrial de Patagones y Viedma LTA.,Santa Fe 407,Stroeder            ,AR-B,-40.186761,-62.618364,1,47
00004912,Super Tuti1 Y Super Tuti 3,ARNALDO P. APPELLA S.A.,Av. 25 De Mayo Y Garmendia 0,9 De Julio,AR-B,-35.437917,-60.88943100000001,1,49
00000511,California Supermercados,California S.A.,Cordoba 2062,Posadas,AR-N,-27.367621000000003,-55.89650200000001,1,5
00000512,California Supermercados,California S.A.,Santiago Del Estero 2075,Posadas,AR-N,-27.37322600000001,-55.897406,1,5
00000513,California Supermercados,California S.A.,Av. Lavalle 5495,Posadas,AR-N,-27.39692800000001,-55.909301,1,5
00000514,California Supermercados,California S.A.,Av. Uruguay 4652,Posadas,AR-N,-27.391194,-55.900862,1,5
00000515,California Supermercados,California S.A.,Juan B. Alberdi 1095,Posadas,AR-N,-27.360006,-55.893729,1,5
00000516,California Supermercados,California S.A.,Av. Tambor De Tacuari 7450,Posadas,AR-N,-27.365024,-55.95188,1,5
00005012,Super Tuti2 Y Super Todo,SUPERMERCADO TUTI 2 S.A.,Bartolome Mitre 917,9 De Julio,AR-B,-35.444167,-60.881026,1,50
00000611,Supermercados Comodin,Alberdi S.A.,Necochea 445,San Salvador De Jujuy,AR-Y,-24.183838,-65.30423499999999,1,6
00006110,Supermercados Comodin,Alberdi S.A.,Avda. Belgrano Esq. 9 De Julio None,Perico,AR-Y,-24.375638,-65.116091,1,6
00006111,Supermercados Comodin,Alberdi S.A.,Avda. Illía 145,San Salvador De Jujuy,AR-Y,-24.170434,-65.311738,1,6
00006112,Supermercados Comodin,Alberdi S.A.,Bartolome Mitre 436,San Pedro De Jujuy,AR-Y,-24.229356,-64.867798,1,6
00006114,Supermercados Comodin,Alberdi S.A.,Avda. Corrientes 3141,San Salvador De Jujuy,AR-Y,-24.2167,-65.27245500000001,1,6
00006116,Supermercados Comodin,Alberdi S.A.,Avda. Dr. Ricardo Balbin 2228,San Salvador De Jujuy,AR-Y,-24.179791,-65.279915,1,6
00006117,Supermercados Comodin,Alberdi S.A.,Dorrego Esq. Avda. El Exodo None,San Salvador De Jujuy,AR-Y,-24.192925,-65.30228000000001,1,6
00006118,Supermercados Comodin,Alberdi S.A.,Ituzaingo 440,Salta,AR-A,-24.79518,-65.414204,1,6
00006119,Supermercados Comodin,Alberdi S.A.,Gobernador Tello 347,San Salvador De Jujuy,AR-Y,-24.206061,-65.276178,1,6
00000612,Supermercados Comodin,Alberdi S.A.,Gral. Güemes 1178,San Salvador De Jujuy,AR-Y,-24.183291,-65.309434,1,6
00006120,Supermercados Comodin,Alberdi S.A.,Las Vicuñas 551,San Salvador De Jujuy,AR-Y,-24.172497,-65.297513,1,6
00006122,Supermercados Comodin,Alberdi S.A.,Avda. Exodo 863,San Salvador De Jujuy,AR-Y,-24.193146,-65.301073,1,6
00006123,Supermercados Comodin,Alberdi S.A.,Avda. Independencia 578,Salta,AR-A,-24.808297,-65.40865600000001,1,6
00006124,Supermercados Comodin,Alberdi S.A.,Avda. Juan B. Justo 1149,San Miguel De Tucumán,AR-T,-26.817319,-65.193457,1,6
00006125,Supermercados Comodin,Alberdi S.A.,Avda. Gral. Rocal 3030,San Miguel De Tucumán,AR-T,-26.834832,-65.24796500000001,1,6
00006126,Supermercados Comodin,Alberdi S.A.,Avda. Alem Esq. Lavaissé 1796,San Miguel De Tucumán,AR-T,-26.852726,-65.224345,1,6
00000613,Supermercados Comodin,Alberdi S.A.,Dr. Carrillo 371,San Salvador De Jujuy,AR-Y,-24.187378,-65.319964,1,6
00000614,Supermercados Comodin,Alberdi S.A.,Alberdi 52,San Pedro De Jujuy,AR-Y,-24.234136,-64.86666,1,6
00000615,Supermercados Comodin,Alberdi S.A.,Rocha Solorzano 950,San Salvador De Jujuy,AR-Y,-24.200465,-65.289007,1,6
